A rose was helped by a dog .	rose ( 1 ) ; dog ( 36 ) ; help ( 40 ) AND theme ( 40 , 1 ) AND agent ( 40 , 36 )	in_distribution
The sailor dusted a boy .	* sailor ( 0 ) ; boy ( 53 ) ; dust ( 4 ) AND agent ( 4 , 0 ) AND theme ( 4 , 53 )	in_distribution
Emma rolled a teacher .	Emma ( 27 ) ; teacher ( 6 ) ; roll ( 26 ) AND agent ( 26 , 27 ) AND theme ( 26 , 6 )	in_distribution
Evelyn rolled the girl .	Evelyn ( 54 ) ; * girl ( 14 ) ; roll ( 31 ) AND agent ( 31 , 54 ) AND theme ( 31 , 14 )	in_distribution
A cake was forwarded to Levi by Charlotte .	cake ( 49 ) ; Levi ( 7 ) ; Charlotte ( 15 ) ; forward ( 11 ) AND theme ( 11 , 49 ) AND recipient ( 11 , 7 ) AND agent ( 11 , 15 )	in_distribution
The captain ate .	* captain ( 4 ) ; eat ( 18 ) AND agent ( 18 , 4 )	in_distribution
The girl needed to cook .	* girl ( 23 ) ; need ( 19 ) AND agent ( 19 , 23 ) AND xcomp ( 19 , 45 ) AND cook ( 45 ) AND agent ( 45 , 23 )	in_distribution
A cake rolled .	cake ( 29 ) ; roll ( 7 ) AND theme ( 7 , 29 )	in_distribution
The cookie was passed to Emma .	* cookie ( 53 ) ; Emma ( 52 ) ; pass ( 56 ) AND theme ( 56 , 53 ) AND recipient ( 56 , 52 )	in_distribution
Emma ate the ring beside a bed .	Emma ( 53 ) ; * ring ( 20 ) ; bed ( 28 ) ; eat ( 6 ) AND agent ( 6 , 53 ) AND theme ( 6 , 20 ) AND nmod . beside ( 20 , 28 )	in_distribution
A horse gave the cake beside a table to the mouse .	horse ( 25 ) ; * cake ( 11 ) ; table ( 31 ) ; * mouse ( 34 ) ; give ( 6 ) AND agent ( 6 , 25 ) AND theme ( 6 , 11 ) AND recipient ( 6 , 34 ) AND nmod . beside ( 11 , 31 )	in_distribution
Amelia gave Emma a strawberry .	Amelia ( 4 ) ; Emma ( 23 ) ; strawberry ( 15 ) ; give ( 39 ) AND agent ( 39 , 4 ) AND recipient ( 39 , 23 ) AND theme ( 39 , 15 )	in_distribution
A cat disintegrated a girl .	cat ( 48 ) ; girl ( 38 ) ; disintegrate ( 42 ) AND agent ( 42 , 48 ) AND theme ( 42 , 38 )	in_distribution
Eleanor sold Evelyn the cake .	Eleanor ( 30 ) ; Evelyn ( 20 ) ; * cake ( 6 ) ; sell ( 46 ) AND agent ( 46 , 30 ) AND recipient ( 46 , 20 ) AND theme ( 46 , 6 )	in_distribution
The book was lended to Benjamin by a cat .	* book ( 42 ) ; Benjamin ( 44 ) ; cat ( 7 ) ; lend ( 43 ) AND theme ( 43 , 42 ) AND recipient ( 43 , 44 ) AND agent ( 43 , 7 )	in_distribution
The cake was frozen by the giraffe .	* cake ( 37 ) ; * giraffe ( 17 ) ; freeze ( 23 ) AND theme ( 23 , 37 ) AND agent ( 23 , 17 )	in_distribution
The donut was studied .	* donut ( 42 ) ; study ( 53 ) AND theme ( 53 , 42 )	in_distribution
Isabella forwarded a box on a tree to Emma .	Isabella ( 44 ) ; box ( 54 ) ; tree ( 38 ) ; Emma ( 4 ) ; forward ( 7 ) AND agent ( 7 , 44 ) AND theme ( 7 , 54 ) AND recipient ( 7 , 4 ) AND nmod . on ( 54 , 38 )	in_distribution
A cake was stabbed by Scarlett .	cake ( 44 ) ; Scarlett ( 28 ) ; stab ( 1 ) AND theme ( 1 , 44 ) AND agent ( 1 , 28 )	in_distribution
A pencil was fed to Liam by the deer .	pencil ( 47 ) ; Liam ( 54 ) ; * deer ( 39 ) ; feed ( 43 ) AND theme ( 43 , 47 ) AND recipient ( 43 , 54 ) AND agent ( 43 , 39 )	in_distribution
The cake was eaten by Olivia .	* cake ( 46 ) ; Olivia ( 49 ) ; eat ( 0 ) AND theme ( 0 , 46 ) AND agent ( 0 , 49 )	in_distribution
The pen was offered to the girl by Emma .	* pen ( 2 ) ; * girl ( 48 ) ; Emma ( 24 ) ; offer ( 12 ) AND theme ( 12 , 2 ) AND recipient ( 12 , 48 ) AND agent ( 12 , 24 )	in_distribution
Oliver crumpled .	Oliver ( 49 ) ; crumple ( 19 ) AND theme ( 19 , 49 )	in_distribution
A butterfly cleaned .	butterfly ( 21 ) ; clean ( 37 ) AND agent ( 37 , 21 )	in_distribution
The melon was lended to a girl .	* melon ( 3 ) ; girl ( 56 ) ; lend ( 41 ) AND theme ( 41 , 3 ) AND recipient ( 41 , 56 )	in_distribution
A bottle was rolled by Olivia .	bottle ( 14 ) ; Olivia ( 8 ) ; roll ( 17 ) AND theme ( 17 , 14 ) AND agent ( 17 , 8 )	in_distribution
The priest ate .	* priest ( 4 ) ; eat ( 45 ) AND agent ( 45 , 4 )	in_distribution
The cat knew the boy .	* cat ( 2 ) ; * boy ( 47 ) ; know ( 6 ) AND agent ( 6 , 2 ) AND theme ( 6 , 47 )	in_distribution
Olivia was slipped a pencil .	Olivia ( 8 ) ; pencil ( 4 ) ; slip ( 2 ) AND recipient ( 2 , 8 ) AND theme ( 2 , 4 )	in_distribution
Oliver awarded Isabella the donut .	Oliver ( 19 ) ; Isabella ( 2 ) ; * donut ( 53 ) ; award ( 46 ) AND agent ( 46 , 19 ) AND recipient ( 46 , 2 ) AND theme ( 46 , 53 )	in_distribution
The cake was liked by a lawyer .	* cake ( 26 ) ; lawyer ( 9 ) ; like ( 32 ) AND theme ( 32 , 26 ) AND agent ( 32 , 9 )	in_distribution
A girl was awarded a cake in a soup .	girl ( 18 ) ; cake ( 0 ) ; soup ( 44 ) ; award ( 15 ) AND recipient ( 15 , 18 ) AND theme ( 15 , 0 ) AND nmod . in ( 0 , 44 )	in_distribution
The girl drew a bat .	* girl ( 25 ) ; bat ( 40 ) ; draw ( 44 ) AND agent ( 44 , 25 ) AND theme ( 44 , 40 )	in_distribution
A squirrel valued a cookie on a seat .	squirrel ( 9 ) ; cookie ( 35 ) ; seat ( 12 ) ; value ( 30 ) AND agent ( 30 , 9 ) AND theme ( 30 , 35 ) AND nmod . on ( 35 , 12 )	in_distribution
The bat was drawn by Emma .	* bat ( 39 ) ; Emma ( 27 ) ; draw ( 37 ) AND theme ( 37 , 39 ) AND agent ( 37 , 27 )	in_distribution
A drink was eaten by a child .	drink ( 21 ) ; child ( 39 ) ; eat ( 47 ) AND theme ( 47 , 21 ) AND agent ( 47 , 39 )	in_distribution
Amelia dusted the girl beside a stage .	Amelia ( 31 ) ; * girl ( 12 ) ; stage ( 32 ) ; dust ( 4 ) AND agent ( 4 , 31 ) AND theme ( 4 , 12 ) AND nmod . beside ( 12 , 32 )	in_distribution
Mia respected a cake .	Mia ( 35 ) ; cake ( 49 ) ; respect ( 9 ) AND agent ( 9 , 35 ) AND theme ( 9 , 49 )	in_distribution
The cookie was sold to Charlotte .	* cookie ( 10 ) ; Charlotte ( 31 ) ; sell ( 25 ) AND theme ( 25 , 10 ) AND recipient ( 25 , 31 )	in_distribution
A penny rolled .	penny ( 22 ) ; roll ( 26 ) AND theme ( 26 , 22 )	in_distribution
Charlotte was passed a cake .	Charlotte ( 47 ) ; cake ( 54 ) ; pass ( 35 ) AND recipient ( 35 , 47 ) AND theme ( 35 , 54 )	in_distribution
A girl offered a rose to Isabella .	girl ( 47 ) ; rose ( 13 ) ; Isabella ( 29 ) ; offer ( 26 ) AND agent ( 26 , 47 ) AND theme ( 26 , 13 ) AND recipient ( 26 , 29 )	in_distribution
The crayon was nursed .	* crayon ( 38 ) ; nurse ( 41 ) AND theme ( 41 , 38 )	in_distribution
A cookie was lended to a frog by a girl .	cookie ( 17 ) ; frog ( 30 ) ; girl ( 29 ) ; lend ( 9 ) AND theme ( 9 , 17 ) AND recipient ( 9 , 30 ) AND agent ( 9 , 29 )	in_distribution
Liam meant that Sophia rolled a teacher on a seat .	Liam ( 7 ) ; Sophia ( 16 ) ; teacher ( 38 ) ; seat ( 22 ) ; mean ( 35 ) AND agent ( 35 , 7 ) AND ccomp ( 35 , 2 ) AND roll ( 2 ) AND agent ( 2 , 16 ) AND theme ( 2 , 38 ) AND nmod . on ( 38 , 22 )	in_distribution
The dog sold the girl a cake .	* dog ( 41 ) ; * girl ( 44 ) ; cake ( 30 ) ; sell ( 29 ) AND agent ( 29 , 41 ) AND recipient ( 29 , 44 ) AND theme ( 29 , 30 )	in_distribution
A citizen passed the dog the cake .	citizen ( 53 ) ; * dog ( 19 ) ; * cake ( 11 ) ; pass ( 45 ) AND agent ( 45 , 53 ) AND recipient ( 45 , 19 ) AND theme ( 45 , 11 )	in_distribution
A sandwich was given to the cat by the giraffe .	sandwich ( 59 ) ; * cat ( 0 ) ; * giraffe ( 18 ) ; give ( 2 ) AND theme ( 2 , 59 ) AND recipient ( 2 , 0 ) AND agent ( 2 , 18 )	in_distribution
The box was missed by Emma .	* box ( 2 ) ; Emma ( 17 ) ; miss ( 44 ) AND theme ( 44 , 2 ) AND agent ( 44 , 17 )	in_distribution
Liam hoped that the dog preferred to run .	Liam ( 34 ) ; * dog ( 8 ) ; hope ( 42 ) AND agent ( 42 , 34 ) AND ccomp ( 42 , 9 ) AND prefer ( 9 ) AND agent ( 9 , 8 ) AND xcomp ( 9 , 41 ) AND run ( 41 ) AND agent ( 41 , 8 )	in_distribution
A visitor was posted a rose by a turtle .	visitor ( 21 ) ; rose ( 14 ) ; turtle ( 18 ) ; post ( 40 ) AND recipient ( 40 , 21 ) AND theme ( 40 , 14 ) AND agent ( 40 , 18 )	in_distribution
The penny was painted .	* penny ( 23 ) ; paint ( 51 ) AND theme ( 51 , 23 )	in_distribution
David expected to cook .	David ( 39 ) ; expect ( 12 ) AND agent ( 12 , 39 ) AND xcomp ( 12 , 2 ) AND cook ( 2 ) AND agent ( 2 , 39 )	in_distribution
Camila was forwarded the cookie in a house beside the computer by Olivia .	Camila ( 0 ) ; * cookie ( 21 ) ; house ( 32 ) ; * computer ( 56 ) ; Olivia ( 51 ) ; forward ( 50 ) AND recipient ( 50 , 0 ) AND theme ( 50 , 21 ) AND agent ( 50 , 51 ) AND nmod . in ( 21 , 32 ) AND nmod . beside ( 32 , 56 )	in_distribution
James investigated .	James ( 43 ) ; investigate ( 2 ) AND agent ( 2 , 43 )	in_distribution
The child appreciated that Emma valued that a cookie was slid .	* child ( 36 ) ; Emma ( 30 ) ; cookie ( 14 ) ; appreciate ( 50 ) AND agent ( 50 , 36 ) AND ccomp ( 50 , 42 ) AND value ( 42 ) AND agent ( 42 , 30 ) AND ccomp ( 42 , 34 ) AND slide ( 34 ) AND theme ( 34 , 14 )	in_distribution
Emma liked that a girl saw .	Emma ( 31 ) ; girl ( 15 ) ; like ( 10 ) AND agent ( 10 , 31 ) AND ccomp ( 10 , 28 ) AND see ( 28 ) AND agent ( 28 , 15 )	in_distribution
The pen was helped .	* pen ( 39 ) ; help ( 41 ) AND theme ( 41 , 39 )	in_distribution
Emma liked that the melon was rolled .	Emma ( 14 ) ; * melon ( 24 ) ; like ( 38 ) AND agent ( 38 , 14 ) AND ccomp ( 38 , 0 ) AND roll ( 0 ) AND theme ( 0 , 24 )	in_distribution
The sailor laughed .	* sailor ( 53 ) ; laugh ( 48 ) AND agent ( 48 , 53 )	in_distribution
The teacher hunted Emma .	* teacher ( 26 ) ; Emma ( 14 ) ; hunt ( 1 ) AND agent ( 1 , 26 ) AND theme ( 1 , 14 )	in_distribution
A game was changed by the boy .	game ( 51 ) ; * boy ( 27 ) ; change ( 20 ) AND theme ( 20 , 51 ) AND agent ( 20 , 27 )	in_distribution
Liam gave the monkey a chalk in the container .	Liam ( 41 ) ; * monkey ( 35 ) ; chalk ( 21 ) ; * container ( 14 ) ; give ( 8 ) AND agent ( 8 , 41 ) AND recipient ( 8 , 35 ) AND theme ( 8 , 21 ) AND nmod . in ( 21 , 14 )	in_distribution
The boy was lended a present by the baby .	* boy ( 2 ) ; present ( 14 ) ; * baby ( 31 ) ; lend ( 4 ) AND recipient ( 4 , 2 ) AND theme ( 4 , 14 ) AND agent ( 4 , 31 )	in_distribution
Isabella liked a cat .	Isabella ( 2 ) ; cat ( 13 ) ; like ( 11 ) AND agent ( 11 , 2 ) AND theme ( 11 , 13 )	in_distribution
A donut was offered to the turtle .	donut ( 52 ) ; * turtle ( 28 ) ; offer ( 39 ) AND theme ( 39 , 52 ) AND recipient ( 39 , 28 )	in_distribution
Michael respected a cake on a chair .	Michael ( 25 ) ; cake ( 5 ) ; chair ( 39 ) ; respect ( 6 ) AND agent ( 6 , 25 ) AND theme ( 6 , 5 ) AND nmod . on ( 5 , 39 )	in_distribution
touch	LAMBDA a . LAMBDA b . LAMBDA e . touch ( e ) AND agent ( e , b ) AND theme ( e , a )	primitive
Chloe was handed the raisin on the table by Emma .	Chloe ( 33 ) ; * raisin ( 43 ) ; * table ( 35 ) ; Emma ( 53 ) ; hand ( 38 ) AND recipient ( 38 , 33 ) AND theme ( 38 , 43 ) AND agent ( 38 , 53 ) AND nmod . on ( 43 , 35 )	in_distribution
A cake was rented to a bee .	cake ( 43 ) ; bee ( 5 ) ; rent ( 50 ) AND theme ( 50 , 43 ) AND recipient ( 50 , 5 )	in_distribution
A bee hunted the cake on the seat in the sack .	bee ( 5 ) ; * cake ( 34 ) ; * seat ( 25 ) ; * sack ( 32 ) ; hunt ( 28 ) AND agent ( 28 , 5 ) AND theme ( 28 , 34 ) AND nmod . on ( 34 , 25 ) AND nmod . in ( 25 , 32 )	in_distribution
A brain was valued by Emma .	brain ( 28 ) ; Emma ( 3 ) ; value ( 30 ) AND theme ( 30 , 28 ) AND agent ( 30 , 3 )	in_distribution
A box was inflated .	box ( 47 ) ; inflate ( 53 ) AND theme ( 53 , 47 )	in_distribution
Olivia liked the donut .	Olivia ( 23 ) ; * donut ( 30 ) ; like ( 38 ) AND agent ( 38 , 23 ) AND theme ( 38 , 30 )	in_distribution
A monster ate .	monster ( 59 ) ; eat ( 5 ) AND agent ( 5 , 59 )	in_distribution
The coach ate .	* coach ( 6 ) ; eat ( 2 ) AND agent ( 2 , 6 )	in_distribution
Dylan offered a flag beside a trophy to Liam .	Dylan ( 25 ) ; flag ( 16 ) ; trophy ( 38 ) ; Liam ( 33 ) ; offer ( 53 ) AND agent ( 53 , 25 ) AND theme ( 53 , 16 ) AND recipient ( 53 , 33 ) AND nmod . beside ( 16 , 38 )	in_distribution
The donut was thrown .	* donut ( 54 ) ; throw ( 5 ) AND theme ( 5 , 54 )	in_distribution
A cake was given to Ethan .	cake ( 0 ) ; Ethan ( 59 ) ; give ( 7 ) AND theme ( 7 , 0 ) AND recipient ( 7 , 59 )	in_distribution
Olivia was handed a cake in a garden .	Olivia ( 16 ) ; cake ( 13 ) ; garden ( 36 ) ; hand ( 10 ) AND recipient ( 10 , 16 ) AND theme ( 10 , 13 ) AND nmod . in ( 13 , 36 )	in_distribution
The butterfly lended a donut beside the table to Matthew .	* butterfly ( 15 ) ; donut ( 52 ) ; * table ( 16 ) ; Matthew ( 1 ) ; lend ( 40 ) AND agent ( 40 , 15 ) AND theme ( 40 , 52 ) AND recipient ( 40 , 1 ) AND nmod . beside ( 52 , 16 )	in_distribution
A muffin was fed to the monkey by Elizabeth .	muffin ( 35 ) ; * monkey ( 45 ) ; Elizabeth ( 40 ) ; feed ( 31 ) AND theme ( 31 , 35 ) AND recipient ( 31 , 45 ) AND agent ( 31 , 40 )	in_distribution
A bat was cooked .	bat ( 59 ) ; cook ( 2 ) AND theme ( 2 , 59 )	in_distribution
Ella decomposed a cookie in the stadium .	Ella ( 53 ) ; cookie ( 40 ) ; * stadium ( 52 ) ; decompose ( 2 ) AND agent ( 2 , 53 ) AND theme ( 2 , 40 ) AND nmod . in ( 40 , 52 )	in_distribution
The frog believed that a cake was given to Emma by Ava .	* frog ( 54 ) ; cake ( 5 ) ; Emma ( 28 ) ; Ava ( 46 ) ; believe ( 53 ) AND agent ( 53 , 54 ) AND ccomp ( 53 , 37 ) AND give ( 37 ) AND theme ( 37 , 5 ) AND recipient ( 37 , 28 ) AND agent ( 37 , 46 )	in_distribution
Liam was given the strawberry in a cabinet .	Liam ( 18 ) ; * strawberry ( 45 ) ; cabinet ( 27 ) ; give ( 48 ) AND recipient ( 48 , 18 ) AND theme ( 48 , 45 ) AND nmod . in ( 45 , 27 )	in_distribution
Evelyn preferred to eat .	Evelyn ( 49 ) ; prefer ( 12 ) AND agent ( 12 , 49 ) AND xcomp ( 12 , 40 ) AND eat ( 40 ) AND agent ( 40 , 49 )	in_distribution
The lion smiled .	* lion ( 12 ) ; smile ( 17 ) AND agent ( 17 , 12 )	in_distribution
Olivia nursed .	Olivia ( 16 ) ; nurse ( 24 ) AND agent ( 24 , 16 )	in_distribution
The girl posted Emma the rose .	* girl ( 31 ) ; Emma ( 33 ) ; * rose ( 5 ) ; post ( 19 ) AND agent ( 19 , 31 ) AND recipient ( 19 , 33 ) AND theme ( 19 , 5 )	in_distribution
The girl loved a cake beside a house .	* girl ( 27 ) ; cake ( 32 ) ; house ( 6 ) ; love ( 59 ) AND agent ( 59 , 27 ) AND theme ( 59 , 32 ) AND nmod . beside ( 32 , 6 )	in_distribution
Emma passed a cake to the girl .	Emma ( 7 ) ; cake ( 44 ) ; * girl ( 0 ) ; pass ( 12 ) AND agent ( 12 , 7 ) AND theme ( 12 , 44 ) AND recipient ( 12 , 0 )	in_distribution
The priest changed .	* priest ( 39 ) ; change ( 37 ) AND theme ( 37 , 39 )	in_distribution
A lion supported that the boy dusted .	lion ( 11 ) ; * boy ( 3 ) ; support ( 17 ) AND agent ( 17 , 11 ) AND ccomp ( 17 , 47 ) AND dust ( 47 ) AND agent ( 47 , 3 )	in_distribution
The child dreamed to talk .	* child ( 33 ) ; dream ( 29 ) AND agent ( 29 , 33 ) AND xcomp ( 29 , 12 ) AND talk ( 12 ) AND agent ( 12 , 33 )	in_distribution
The box was drawn by the child .	* box ( 29 ) ; * child ( 52 ) ; draw ( 9 ) AND theme ( 9 , 29 ) AND agent ( 9 , 52 )	in_distribution
Camila gave a cake in a storage to Emma .	Camila ( 30 ) ; cake ( 4 ) ; storage ( 5 ) ; Emma ( 36 ) ; give ( 40 ) AND agent ( 40 , 30 ) AND theme ( 40 , 4 ) AND recipient ( 40 , 36 ) AND nmod . in ( 4 , 5 )	in_distribution
The cookie was liked by a scientist .	* cookie ( 52 ) ; scientist ( 3 ) ; like ( 41 ) AND theme ( 41 , 52 ) AND agent ( 41 , 3 )	in_distribution
The balloon was handed to a donkey by Ava .	* balloon ( 21 ) ; donkey ( 41 ) ; Ava ( 5 ) ; hand ( 26 ) AND theme ( 26 , 21 ) AND recipient ( 26 , 41 ) AND agent ( 26 , 5 )	in_distribution
A cracker was poked .	cracker ( 40 ) ; poke ( 48 ) AND theme ( 48 , 40 )	in_distribution
The girl offered a cake in the cup beside a torch to Alexander .	* girl ( 48 ) ; cake ( 53 ) ; * cup ( 38 ) ; torch ( 3 ) ; Alexander ( 7 ) ; offer ( 37 ) AND agent ( 37 , 48 ) AND theme ( 37 , 53 ) AND recipient ( 37 , 7 ) AND nmod . in ( 53 , 38 ) AND nmod . beside ( 38 , 3 )	in_distribution
A frog ate a sweetcorn in a pile .	frog ( 12 ) ; sweetcorn ( 38 ) ; pile ( 13 ) ; eat ( 10 ) AND agent ( 10 , 12 ) AND theme ( 10 , 38 ) AND nmod . in ( 38 , 13 )	in_distribution
A donut was eaten by a boy .	donut ( 18 ) ; boy ( 29 ) ; eat ( 21 ) AND theme ( 21 , 18 ) AND agent ( 21 , 29 )	in_distribution
The cake was loved by Aubrey .	* cake ( 35 ) ; Aubrey ( 2 ) ; love ( 34 ) AND theme ( 34 , 35 ) AND agent ( 34 , 2 )	in_distribution
Liam forwarded the girl the donut .	Liam ( 46 ) ; * girl ( 18 ) ; * donut ( 44 ) ; forward ( 16 ) AND agent ( 16 , 46 ) AND recipient ( 16 , 18 ) AND theme ( 16 , 44 )	in_distribution
A girl helped the cake on the rack .	girl ( 1 ) ; * cake ( 17 ) ; * rack ( 6 ) ; help ( 11 ) AND agent ( 11 , 1 ) AND theme ( 11 , 17 ) AND nmod . on ( 17 , 6 )	in_distribution
A girl was sold the cake .	girl ( 46 ) ; * cake ( 4 ) ; sell ( 48 ) AND recipient ( 48 , 46 ) AND theme ( 48 , 4 )	in_distribution
Emma floated Alexander .	Emma ( 48 ) ; Alexander ( 31 ) ; float ( 8 ) AND agent ( 8 , 48 ) AND theme ( 8 , 31 )	in_distribution
A girl sold the cookie to Charlotte .	girl ( 26 ) ; * cookie ( 35 ) ; Charlotte ( 17 ) ; sell ( 23 ) AND agent ( 23 , 26 ) AND theme ( 23 , 35 ) AND recipient ( 23 , 17 )	in_distribution
