Liam hoped that a box was burned by a girl .	Liam ( 10 ) ; box ( 14 ) ; girl ( 29 ) ; hope ( 32 ) AND agent ( 32 , 10 ) AND ccomp ( 32 , 41 ) AND burn ( 41 ) AND theme ( 41 , 14 ) AND agent ( 41 , 29 )	in_distribution
The donkey lended the cookie to a mother .	* donkey ( 7 ) ; * cookie ( 6 ) ; mother ( 22 ) ; lend ( 37 ) AND agent ( 37 , 7 ) AND theme ( 37 , 6 ) AND recipient ( 37 , 22 )	in_distribution
A melon was given to a girl by the guard .	melon ( 20 ) ; girl ( 0 ) ; * guard ( 41 ) ; give ( 51 ) AND theme ( 51 , 20 ) AND recipient ( 51 , 0 ) AND agent ( 51 , 41 )	in_distribution
A donut was given to a butterfly .	donut ( 1 ) ; butterfly ( 3 ) ; give ( 11 ) AND theme ( 11 , 1 ) AND recipient ( 11 , 3 )	in_distribution
A rose was mailed to Isabella .	rose ( 46 ) ; Isabella ( 6 ) ; mail ( 27 ) AND theme ( 27 , 46 ) AND recipient ( 27 , 6 )	in_distribution
The girl offered the weapon beside a machine to a chicken .	* girl ( 32 ) ; * weapon ( 27 ) ; machine ( 4 ) ; chicken ( 30 ) ; offer ( 13 ) AND agent ( 13 , 32 ) AND theme ( 13 , 27 ) AND recipient ( 13 , 30 ) AND nmod . beside ( 27 , 4 )	in_distribution
A donut was touched by Emma .	donut ( 21 ) ; Emma ( 20 ) ; touch ( 52 ) AND theme ( 52 , 21 ) AND agent ( 52 , 20 )	in_distribution
Liam painted a box on a table beside the chair .	Liam ( 21 ) ; box ( 11 ) ; table ( 52 ) ; * chair ( 45 ) ; paint ( 51 ) AND agent ( 51 , 21 ) AND theme ( 51 , 11 ) AND nmod . on ( 11 , 52 ) AND nmod . beside ( 52 , 45 )	in_distribution
Emma ate a hammer .	Emma ( 46 ) ; hammer ( 0 ) ; eat ( 21 ) AND agent ( 21 , 46 ) AND theme ( 21 , 0 )	in_distribution
A drink was juggled .	drink ( 13 ) ; juggle ( 52 ) AND theme ( 52 , 13 )	in_distribution
Liam liked that the cake was tossed by Ava .	Liam ( 19 ) ; * cake ( 52 ) ; Ava ( 27 ) ; like ( 32 ) AND agent ( 32 , 19 ) AND ccomp ( 32 , 6 ) AND toss ( 6 ) AND theme ( 6 , 52 ) AND agent ( 6 , 27 )	in_distribution
The box was found by Hannah .	* box ( 8 ) ; Hannah ( 24 ) ; find ( 50 ) AND theme ( 50 , 8 ) AND agent ( 50 , 24 )	in_distribution
Ava forwarded a chalk to a girl .	Ava ( 8 ) ; chalk ( 12 ) ; girl ( 51 ) ; forward ( 42 ) AND agent ( 42 , 8 ) AND theme ( 42 , 12 ) AND recipient ( 42 , 51 )	in_distribution
Mason liked that the cookie was hunted .	Mason ( 21 ) ; * cookie ( 12 ) ; like ( 25 ) AND agent ( 25 , 21 ) AND ccomp ( 25 , 1 ) AND hunt ( 1 ) AND theme ( 1 , 12 )	in_distribution
A monkey ran .	monkey ( 29 ) ; run ( 27 ) AND agent ( 27 , 29 )	in_distribution
The hamburger was worshipped .	* hamburger ( 6 ) ; worship ( 30 ) AND theme ( 30 , 6 )	in_distribution
Emma preferred to giggle .	Emma ( 48 ) ; prefer ( 25 ) AND agent ( 25 , 48 ) AND xcomp ( 25 , 31 ) AND giggle ( 31 ) AND agent ( 31 , 48 )	in_distribution
Emma gave the girl a cake .	Emma ( 52 ) ; * girl ( 25 ) ; cake ( 56 ) ; give ( 50 ) AND agent ( 50 , 52 ) AND recipient ( 50 , 25 ) AND theme ( 50 , 56 )	in_distribution
Ryan sold a scientist a cake .	Ryan ( 4 ) ; scientist ( 59 ) ; cake ( 28 ) ; sell ( 23 ) AND agent ( 23 , 4 ) AND recipient ( 23 , 59 ) AND theme ( 23 , 28 )	in_distribution
Liam was slipped a cloud in the room by the chicken .	Liam ( 1 ) ; cloud ( 23 ) ; * room ( 31 ) ; * chicken ( 48 ) ; slip ( 10 ) AND recipient ( 10 , 1 ) AND theme ( 10 , 23 ) AND agent ( 10 , 48 ) AND nmod . in ( 23 , 31 )	in_distribution
The drink was split by Leo .	* drink ( 39 ) ; Leo ( 45 ) ; split ( 31 ) AND theme ( 31 , 39 ) AND agent ( 31 , 45 )	in_distribution
A creature packed a girl .	creature ( 9 ) ; girl ( 35 ) ; pack ( 17 ) AND agent ( 17 , 9 ) AND theme ( 17 , 35 )	in_distribution
The teacher returned a drink on a stage to Emma .	* teacher ( 54 ) ; drink ( 50 ) ; stage ( 10 ) ; Emma ( 5 ) ; return ( 16 ) AND agent ( 16 , 54 ) AND theme ( 16 , 50 ) AND recipient ( 16 , 5 ) AND nmod . on ( 50 , 10 )	in_distribution
The cake was juggled by the boy .	* cake ( 43 ) ; * boy ( 4 ) ; juggle ( 49 ) AND theme ( 49 , 43 ) AND agent ( 49 , 4 )	in_distribution
The coach poked a hat .	* coach ( 13 ) ; hat ( 38 ) ; poke ( 49 ) AND agent ( 49 , 13 ) AND theme ( 49 , 38 )	in_distribution
A knife was floated by the girl .	knife ( 4 ) ; * girl ( 32 ) ; float ( 53 ) AND theme ( 53 , 4 ) AND agent ( 53 , 32 )	in_distribution
Emma hoped to run .	Emma ( 27 ) ; hope ( 7 ) AND agent ( 7 , 27 ) AND xcomp ( 7 , 54 ) AND run ( 54 ) AND agent ( 54 , 27 )	in_distribution
The donut was missed by Olivia .	* donut ( 18 ) ; Olivia ( 45 ) ; miss ( 14 ) AND theme ( 14 , 18 ) AND agent ( 14 , 45 )	in_distribution
The crystal was rented to Amelia .	* crystal ( 34 ) ; Amelia ( 27 ) ; rent ( 14 ) AND theme ( 14 , 34 ) AND recipient ( 14 , 27 )	in_distribution
A cookie was sketched by a cow .	cookie ( 20 ) ; cow ( 15 ) ; sketch ( 48 ) AND theme ( 48 , 20 ) AND agent ( 48 , 15 )	in_distribution
A cat was promised a ball by Emma .	cat ( 54 ) ; ball ( 47 ) ; Emma ( 16 ) ; promise ( 13 ) AND recipient ( 13 , 54 ) AND theme ( 13 , 47 ) AND agent ( 13 , 16 )	in_distribution
Emma believed that the sheep tried to run .	Emma ( 17 ) ; * sheep ( 50 ) ; believe ( 53 ) AND agent ( 53 , 17 ) AND ccomp ( 53 , 45 ) AND try ( 45 ) AND agent ( 45 , 50 ) AND xcomp ( 45 , 32 ) AND run ( 32 ) AND agent ( 32 , 50 )	in_distribution
The pumpkin was shortened .	* pumpkin ( 5 ) ; shorten ( 22 ) AND theme ( 22 , 5 )	in_distribution
The baby was forwarded a cake by the boy .	* baby ( 10 ) ; cake ( 39 ) ; * boy ( 52 ) ; forward ( 41 ) AND recipient ( 41 , 10 ) AND theme ( 41 , 39 ) AND agent ( 41 , 52 )	in_distribution
The kitty posted the doll to Henry .	* kitty ( 59 ) ; * doll ( 15 ) ; Henry ( 45 ) ; post ( 53 ) AND agent ( 53 , 59 ) AND theme ( 53 , 15 ) AND recipient ( 53 , 45 )	in_distribution
The monster wanted to eat .	* monster ( 36 ) ; want ( 16 ) AND agent ( 16 , 36 ) AND xcomp ( 16 , 30 ) AND eat ( 30 ) AND agent ( 30 , 36 )	in_distribution
